#Feature	Score	Pval	Label
SELPLG	5.753118918219729	0.020081500657120825	UNSELECTED
EIF4A1	5.71303402494759	0.02049736577108026	UNSELECTED
ITIH3	5.619061278961344	0.021508804137347882	UNSELECTED
MMRN1	5.507314486006547	0.022781485636798597	UNSELECTED
GDI1	5.496872936631107	0.022904454599904152	UNSELECTED
CDC42BPB	5.468534734287457	0.023241784670436836	UNSELECTED
HIST2H3PS2	5.3717081280528225	0.024435109008488557	UNSELECTED
GPX3	5.3706978478460305	0.024447900673208456	UNSELECTED
ALDH2	5.361166257081646	0.024568938679822436	UNSELECTED
ACLY	5.312115975115891	0.025202047497721175	UNSELECTED
RAB27B	5.267016406838136	0.02579961082637797	UNSELECTED
UGGT1	5.2613425518637245	0.025875857922970376	UNSELECTED
ACTC1	5.238578082498485	0.026184212926686583	UNSELECTED
C8B	5.085960041736247	0.02835611095638956	UNSELECTED
KRAS	5.009929288746282	0.02950961445328486	UNSELECTED
GAPDH	4.988221731625659	0.029848133337777895	UNSELECTED
ZYX	4.914343501472316	0.031031883267881824	UNSELECTED
CHMP6	4.888537714760712	0.0314571915821486	UNSELECTED
SPATA31C1	4.85786629535267	0.03197086843164461	UNSELECTED
VAMP7	4.81806652197837	0.03265093135212937	UNSELECTED
ARL1	4.723912077496876	0.034322612523998895	UNSELECTED
LTF	4.71127691047397	0.03455387798729506	UNSELECTED
S100A11	4.664095988523486	0.03543241709574877	UNSELECTED
P01714	4.614463521598118	0.03638268917162107	UNSELECTED
DNAH5	4.610426368981641	0.036461186499442584	UNSELECTED
P01814	4.564177437324937	0.0373736066541163	UNSELECTED
HPCAL1	4.547398132049382	0.03771070991898473	UNSELECTED
TLN2	4.545737380760867	0.037744253391484156	UNSELECTED
LRBA	4.541036823652636	0.03783936909339936	UNSELECTED
GIT1	4.496336705694942	0.038756934591954006	UNSELECTED
PKHD1L1	4.470028083101199	0.039308202496506975	UNSELECTED
CPNE3	4.466891491913565	0.039374490117689065	UNSELECTED
CYB5R3	4.356125298647501	0.04179475656434608	UNSELECTED
EEF2	4.350497602253686	0.0419219505742535	UNSELECTED
FBLN1	4.332687482394256	0.04232725718244893	UNSELECTED
SERPINA4	4.332485648376018	0.0423318746061858	UNSELECTED
ITIH4.1	4.328138121711163	0.04243146707834521	UNSELECTED
CSK	4.286270220574332	0.04340367981382559	UNSELECTED
BLMH	4.25166508402871	0.04422548929318719	UNSELECTED
EEF1G	4.24966377843502	0.044273530396274456	UNSELECTED
JUP	4.245231877429156	0.044380119359060825	UNSELECTED
PDIA6	4.214484293149528	0.04512732535527788	UNSELECTED
ABI1	4.168168867841082	0.04627876102590326	UNSELECTED
PDLIM7	4.1583782494259065	0.046526226841851356	UNSELECTED
SDPR	4.155258367692132	0.04660538623155575	UNSELECTED
DNM2	4.132838840358569	0.047178551219196015	UNSELECTED
CCT7	4.080912056143744	0.048535737195835565	UNSELECTED
ECE1	4.075276763459979	0.048685559976878526	UNSELECTED
SH3BGRL2	4.0611161189576555	0.04906426825629259	UNSELECTED
ENO1	4.057767157124565	0.049154299992835986	UNSELECTED
SLC9A3R1	4.032593027402069	0.04983685361995939	UNSELECTED
HSPA8	3.9769215836546907	0.051383236883531934	UNSELECTED
PRKCD	3.9758196005076485	0.051414369589723855	UNSELECTED
CNDP2	3.9733786468113466	0.051483403500639575	UNSELECTED
ST8SIA4	3.968612887304031	0.051618477897269935	UNSELECTED
PTPRC	3.9444346735246225	0.052309732675464064	UNSELECTED
PSAP	3.9321087152370717	0.05266601160705898	UNSELECTED
DARS	3.9085061740655798	0.05335564855229619	UNSELECTED
RAN	3.8845702938804814	0.054065103460862296	UNSELECTED
BLVRB	3.8456985453631636	0.055239301256662134	UNSELECTED
CD63	3.7932483862510704	0.056868050795715046	UNSELECTED
C8A	3.7859379159879474	0.05709920437205101	UNSELECTED
HLA-B	3.7553078699895983	0.05807895001004334	UNSELECTED
SPN	3.7438585162984013	0.058449885381423435	UNSELECTED
PPIB	3.7015708232548246	0.05984257197681191	UNSELECTED
PGK1	3.696801028997687	0.06000192603178937	UNSELECTED
RAB1A	3.6795989026501226	0.06058050643320449	UNSELECTED
EPB41	3.6617365477868122	0.06118777254516965	UNSELECTED
CMTM5	3.661164225287359	0.06120733982007435	UNSELECTED
TALDO1	3.6516512685203013	0.06153358769387781	UNSELECTED
DYSF	3.6496698340580855	0.06160178092784995	UNSELECTED
ACSL4	3.617570456899283	0.06271814687073837	UNSELECTED
SLFN14	3.607111158384002	0.06308668610980109	UNSELECTED
OSTF1	3.5817980470743063	0.0639884872011325	UNSELECTED
HBD	3.5710956985370808	0.06437401821476682	UNSELECTED
ERP29	3.54084550649035	0.0654775946537608	UNSELECTED
P06331	3.524620008120173	0.06607808474733791	UNSELECTED
C1S.1	3.506859875103594	0.06674232263529709	UNSELECTED
TBC1D10B	3.4990903148392483	0.06703521514552178	UNSELECTED
S100A4	3.4968220774841754	0.06712098841649579	UNSELECTED
ORM1	3.4358257206330953	0.06947349551090094	UNSELECTED
ANXA5	3.3974102924569864	0.07100165832589515	UNSELECTED
RDX	3.3939539695314664	0.07114095796912438	UNSELECTED
RPS27A	3.3598399860577985	0.07253214464694856	UNSELECTED
LEP	3.327052008897382	0.07389761666760314	UNSELECTED
RAP1GAP2	3.302555975125627	0.07493630696977288	UNSELECTED
HIST1H4A	3.273091060108895	0.07620713660590211	UNSELECTED
IGKV1-8	3.272652305797104	0.07622623949231808	UNSELECTED
CYBA	3.2684748840058098	0.07640838558172727	UNSELECTED
HMHA1	3.2643311815720226	0.07658953747130799	UNSELECTED
CISD2	3.206982379296482	0.07914614424703861	UNSELECTED
P01717	3.177861486915997	0.08048045508175204	UNSELECTED
FCN2	3.173060956942483	0.08070280069020258	UNSELECTED
CCT8	3.1045220220444056	0.08395284950066516	UNSELECTED
ASAP2	3.100957576087555	0.08412580751512952	UNSELECTED
BASP1	3.02861225864429	0.08772335776384592	UNSELECTED
MFGE8	3.026532981728146	0.08782925789749599	UNSELECTED
RAB6B	3.024552596356471	0.08793025387020685	UNSELECTED
NBEAL2	3.015931381187295	0.0883714309695612	UNSELECTED
IGLV9-49	3.000415376377183	0.08917167049124125	UNSELECTED
ME2	2.9798860737684003	0.09024292359414803	UNSELECTED
SFTPB	2.971033047565748	0.09070931576046014	UNSELECTED
NME1	2.961795787499934	0.0911988212333913	UNSELECTED
C8G	2.9439067798580902	0.0921552178357016	UNSELECTED
CYP4F3	2.9390442902376868	0.09241711372035546	UNSELECTED
IGLV8-61	2.879861561277985	0.09567235377660897	UNSELECTED
SCGB3A2	2.8759934426143876	0.09588953973975471	UNSELECTED
CP	2.819850941538901	0.09910484747694863	UNSELECTED
MAPK14	2.77735881365921	0.10161889473362573	UNSELECTED
F5	2.76619012333616	0.10229153028299055	UNSELECTED
CALM2	2.75841572613411	0.1027626999768583	UNSELECTED
VCP	2.755942184098261	0.1029131213277629	UNSELECTED
NAP1L1	2.7440537777343588	0.10363954632010093	UNSELECTED
S100A12	2.6850959324500443	0.10732850853681326	UNSELECTED
F8	2.6694196428768295	0.10833412681776688	UNSELECTED
LDHA	2.628765046554643	0.11099203307257147	UNSELECTED
MPO	2.6111877351364647	0.11216396571902537	UNSELECTED
PRDX6	2.598600097832479	0.1130118274901038	UNSELECTED
PCYOX1	2.581876974792098	0.11414949096546777	UNSELECTED
GPX1	2.5631158925861035	0.11544127098928343	UNSELECTED
ADAM10	2.5575259646557447	0.11582936048033719	UNSELECTED
ST13	2.5322568108130654	0.11760228456432069	UNSELECTED
FCN1	2.5123172788399053	0.11902304165110318	UNSELECTED
VPS28	2.5021772472272867	0.11975302842817881	UNSELECTED
CKAP5	2.4988650739288967	0.11999257578250615	UNSELECTED
PLG	2.497589248856562	0.12008499304500124	UNSELECTED
KLKB1	2.475427636811785	0.12170331262093152	UNSELECTED
CAB39	2.4363398383171546	0.12461856656213018	UNSELECTED
HSPA9	2.4259012202388157	0.12541051873592826	UNSELECTED
SNCA	2.405920657397165	0.12694247305843928	UNSELECTED
CD58	2.401778706099013	0.1272627141911937	UNSELECTED
RIT1	2.4005212608263453	0.12736011805455638	UNSELECTED
YARS	2.3922876419307793	0.1280000180603216	UNSELECTED
CEACAM8	2.3866631852061433	0.12843925253450403	UNSELECTED
ITIH4	2.385252973480777	0.12854965124966303	UNSELECTED
UGP2	2.3816361010631653	0.12883329537646201	UNSELECTED
C1QC	2.366133843411079	0.1300571613375029	UNSELECTED
TBXAS1	2.35426178003158	0.13100343575110987	UNSELECTED
C2	2.3265212296355897	0.13324544132508837	UNSELECTED
MASP2	2.282274144721432	0.13691328254249238	UNSELECTED
HRG	2.236829195188678	0.14080184273246102	UNSELECTED
ARRB1	2.224145178984677	0.14190978379237215	UNSELECTED
SYNE2	2.218311198651576	0.14242275360221215	UNSELECTED
IGHV3-21	2.2106955250362783	0.14309560836596064	UNSELECTED
LGALSL	2.206363431176576	0.14347999229279246	UNSELECTED
HSPD1	2.183107403128737	0.1455639949862706	UNSELECTED
HSPB1	2.178441446536271	0.1459863215486365	UNSELECTED
CA1	2.165089955669808	0.14720265287590278	UNSELECTED
MMP9	2.163253031122221	0.14737091470224448	UNSELECTED
PKM	2.1362932170026903	0.14986624952190566	UNSELECTED
TUBA1B	2.1336222124780955	0.1501161281796313	UNSELECTED
MPP1	2.1331074120853564	0.15016434449877214	UNSELECTED
FLOT2	2.127887803268906	0.1506542305555114	UNSELECTED
HBB	2.1199498012974387	0.15140281213072837	UNSELECTED
IQGAP2	2.1014483749216684	0.15316439703329227	UNSELECTED
A2M	2.0484581748188457	0.15834329925094054	UNSELECTED
PFN1	2.0241300618421083	0.16078920067287814	UNSELECTED
FAM129A	2.014901122353444	0.1617285928052169	UNSELECTED
TJP2	2.0147072957130723	0.16174839067783905	UNSELECTED
CYBB	2.0111941655598438	0.1621077212951222	UNSELECTED
PLXNB3	1.9975109209758013	0.16351620864645852	UNSELECTED
KALRN	1.9939378063537954	0.16388636424567754	UNSELECTED
A0A0G2JMB2	1.9827868381455198	0.16504787471899304	UNSELECTED
CCT4	1.9822802493192564	0.16510087091611653	UNSELECTED
S100A6	1.9735068613525693	0.16602186209798828	UNSELECTED
CHM	1.9641389284239175	0.16701192851498284	UNSELECTED
GSTP1	1.9591174824596953	0.16754548193421837	UNSELECTED
RTN4	1.9466723284911747	0.16887649619348827	UNSELECTED
PDE5A	1.9361608450132097	0.17001039601211904	UNSELECTED
HPX	1.9251834194452817	0.1712041341037263	UNSELECTED
CYFIP2	1.9216140236385102	0.1715944118031887	UNSELECTED
C3	1.9106785938906186	0.17279663350646216	UNSELECTED
PEBP1	1.9005651832404797	0.1739173321277405	UNSELECTED
RAB8A	1.8942173865342287	0.17462513232898844	UNSELECTED
GTPBP2	1.8886734584023475	0.17524608197636946	UNSELECTED
PRG4	1.88327157999846	0.1758536314259519	UNSELECTED
ORM2	1.877324381464858	0.17652539384125235	UNSELECTED
FBLN1.1	1.8649671174876716	0.17793092910657549	UNSELECTED
PRKACB	1.8648502138599816	0.1779442889991222	UNSELECTED
RPS13	1.8572711930632866	0.17881296842853775	UNSELECTED
H3F3B	1.8479934330433154	0.17988319737688063	UNSELECTED
RAB10	1.833935426612705	0.181519352666563	UNSELECTED
MOB1B	1.8233510584647266	0.18276288423076897	UNSELECTED
IGHA1	1.8154460491154458	0.1836982272213564	UNSELECTED
IGKV4-1	1.7968628508010387	0.18591955066372262	UNSELECTED
TPT1	1.7920671082452777	0.18649798401847006	UNSELECTED
A0A0J9YY99	1.7852527879195692	0.18732357689176146	UNSELECTED
CTSD	1.7779697676489705	0.18821077513654672	UNSELECTED
SERPINA6	1.7739817124590145	0.188698712172645	UNSELECTED
AARS	1.7490255426156476	0.19178661374233952	UNSELECTED
ITGB2	1.7238175580764972	0.1949672114758321	UNSELECTED
TCEB1	1.70738424271536	0.1970747240286932	UNSELECTED
GSTM1	1.6974556501877445	0.19836128217714924	UNSELECTED
SUSD1	1.6961595641812695	0.19852997399705985	UNSELECTED
CAPZA2	1.6934879385077828	0.1988782432438374	UNSELECTED
VAMP8	1.689039807615777	0.19945972606191012	UNSELECTED
GC	1.6843881420337148	0.20007000463790112	UNSELECTED
SERPING1	1.683111594311943	0.20023787489968012	UNSELECTED
RTN3	1.6685706781480951	0.20216207197866745	UNSELECTED
ITGAM	1.664759442350993	0.20267009172704187	UNSELECTED
ADSL	1.649538949411447	0.20471432734135767	UNSELECTED
FKBP1A	1.648895958908806	0.20480123270333772	UNSELECTED
NRP1	1.648830853420759	0.20481003471985296	UNSELECTED
APMAP	1.634343746067928	0.20678005524702972	UNSELECTED
MYLK	1.6328379935733435	0.2069861256603155	UNSELECTED
TNIK	1.6321267933442483	0.20708354365134005	UNSELECTED
P01599	1.6258899703701764	0.20794022512525018	UNSELECTED
F10	1.607519781176422	0.2104885869377095	UNSELECTED
A0A2Q2TTZ9	1.6002782293695295	0.21150355111018257	UNSELECTED
LRP1	1.5754852746988979	0.21502381324834005	UNSELECTED
SPTA1	1.5697274250499398	0.21585152309617162	UNSELECTED
GNAQ	1.5536104031873443	0.21818913075309346	UNSELECTED
PPIA	1.553134696835054	0.21825859496300345	UNSELECTED
RAB32	1.5521847617795237	0.2183973884006423	UNSELECTED
FGL1	1.549544653821538	0.2187836964495712	UNSELECTED
LCAT	1.5438348502772954	0.21962202892558813	UNSELECTED
CAND1	1.5420536324383551	0.21988435606767812	UNSELECTED
MYL9	1.5271116452651887	0.22210007934584716	UNSELECTED
HIST1H1B	1.5265365277818885	0.2221859073086081	UNSELECTED
CRKL	1.5239727591488017	0.22256900712149583	UNSELECTED
HPSE	1.5201361895009637	0.22314381209764864	UNSELECTED
ARF6	1.5129907571455918	0.22421921729334993	UNSELECTED
CNP	1.4826259021731383	0.22886079403030224	UNSELECTED
TUBA4A	1.4720596724492447	0.2305036213745709	UNSELECTED
RAP1B	1.4536778088549935	0.23339642281303807	UNSELECTED
TFRC	1.4340592809379942	0.23653350648395366	UNSELECTED
GNAZ	1.4325091469136915	0.23678359829176615	UNSELECTED
CFHR1	1.4314476929036501	0.23695503765811374	UNSELECTED
STX11	1.4294145429317695	0.23728384906930347	UNSELECTED
FETUB	1.4289882571794612	0.23735286190208907	UNSELECTED
HIST1H2BN	1.4111417930095147	0.24026456854501793	UNSELECTED
SAE1	1.3822528148742461	0.24507268991758197	UNSELECTED
A0A140T8W8	1.3817271450154587	0.24516128515072827	UNSELECTED
ANXA4	1.3749767032873337	0.24630255161724676	UNSELECTED
FAM49B	1.3694520217207413	0.24724152721282128	UNSELECTED
PZP	1.3613014858283847	0.2486349827673899	UNSELECTED
GRK6	1.3522496963275012	0.2501940650005814	UNSELECTED
PSMA4	1.3448102587063122	0.25148462018807477	UNSELECTED
ATP6V1A	1.3442781703051758	0.2515772438328714	UNSELECTED
DNAJC5	1.3433727875850665	0.25173494737913904	UNSELECTED
ANPEP	1.3387342345486024	0.25254486084228106	UNSELECTED
GP5	1.334576389159979	0.2532736244512274	UNSELECTED
P01715	1.3276359963165674	0.254495997540005	UNSELECTED
KIF2A	1.3206265412163485	0.255738079119451	UNSELECTED
RAB1B	1.3184916902113495	0.2561178927198037	UNSELECTED
SHBG	1.3182902069184275	0.2561537755228057	UNSELECTED
LMAN2	1.3090802091933382	0.25780080251696724	UNSELECTED
ALDOA	1.308643211538643	0.25787928246915065	UNSELECTED
C5	1.2995284198590753	0.25952309730078	UNSELECTED
IGLC7	1.2904136122381875	0.26118018258315473	UNSELECTED
BGN	1.2900850784991422	0.26124016011156687	UNSELECTED
SERPINB6	1.284635390027145	0.26223761116494526	UNSELECTED
FCN3	1.2783534035182915	0.26339339270619594	UNSELECTED
CNN2	1.2747246629768019	0.26406396539807003	UNSELECTED
PRDX5	1.2746178571132782	0.26408373537738505	UNSELECTED
CTSG	1.2667070103389664	0.2655532888851434	UNSELECTED
APOA5	1.2657767705759038	0.2657267762760816	UNSELECTED
UBA1	1.2656928714918394	0.26574243032735473	UNSELECTED
IGHV2-26	1.264789723765826	0.2659110156102699	UNSELECTED
TMEM189-UBE2V1	1.255882019501389	0.2675810742807598	UNSELECTED
RNASE3	1.2553250802301816	0.2676859347236485	UNSELECTED
ACKR1	1.2522416241810137	0.26826743533379893	UNSELECTED
ABRACL	1.2461468028764542	0.26942158475583117	UNSELECTED
LGALS3BP	1.2427358318296269	0.27007026942842993	UNSELECTED
ERP44	1.2310479747151033	0.2723081987201249	UNSELECTED
SPTB	1.2269806152621487	0.27309255259760945	UNSELECTED
AGT	1.2223856140495937	0.2739821393742976	UNSELECTED
TMSB4X	1.2219309631269124	0.27407036087043785	UNSELECTED
STK24	1.2205849610248158	0.2743317556005153	UNSELECTED
GNG10	1.2149163175414033	0.2754361237215882	UNSELECTED
VAMP3	1.214410367345553	0.2755349700870349	UNSELECTED
TPM4.1	1.2049293693384235	0.27739570041140416	UNSELECTED
ARPC4-TTLL3	1.2001541686486557	0.2783389894231492	UNSELECTED
DIAPH1	1.1982229811831413	0.2787216457530669	UNSELECTED
ACTR1A	1.1956846447779184	0.27922563609703005	UNSELECTED
ICAM3	1.1942483828924682	0.2795113276195624	UNSELECTED
FABP5	1.177209121555626	0.2829295850698415	UNSELECTED
TSPAN15	1.1657794945401938	0.2852527806837869	UNSELECTED
GDI2	1.1630492034807327	0.28581139078182854	UNSELECTED
HSP90B1	1.1583285009378999	0.2867805813544886	UNSELECTED
P4HB	1.157826770020106	0.286883840208545	UNSELECTED
TGFBI	1.1537031315410557	0.28773433603655346	UNSELECTED
SLC44A2	1.1402689894848748	0.290527920794129	UNSELECTED
P01721	1.138214132040126	0.290958326396098	UNSELECTED
APOB	1.1128743879740683	0.29633491632125014	UNSELECTED
GPD2	1.1012825370290495	0.29883778904559144	UNSELECTED
ARAP1	1.0987329253571212	0.2993920071247364	UNSELECTED
FBLN5	1.0975752080583503	0.2996441095636413	UNSELECTED
STEAP3	1.083582362247909	0.3027133467766728	UNSELECTED
ADD1	1.0834305948369836	0.3027468621561267	UNSELECTED
TPI1	1.077937585476007	0.303963202190626	UNSELECTED
NID1	1.0598665959207267	0.3080105381988644	UNSELECTED
TUBB1	1.0546478630776692	0.30919262451029983	UNSELECTED
CLU	1.0514353280702509	0.3099232815863824	UNSELECTED
CFHR5	1.0489863375285822	0.31048181779701456	UNSELECTED
ARF4	1.0486747042203006	0.31055298714467755	UNSELECTED
KNG1	1.0485155620263713	0.3105893396427802	UNSELECTED
PGAM1	1.0478191862317638	0.3107484776811694	UNSELECTED
PRKAR1A	1.042900540839832	0.31187559201065057	UNSELECTED
HIST1H2AJ	1.0397259114876234	0.3126059492520939	UNSELECTED
IGHV3-74	1.0382331137311012	0.31295016969509687	UNSELECTED
IGHG4	1.0281341717288885	0.3152921681548216	UNSELECTED
C1R	1.0248879505968014	0.31604994529444136	UNSELECTED
ITGA2B	1.0080210419992157	0.32002668286669794	UNSELECTED
CAPNS1	1.0051517263158833	0.3207098440862255	UNSELECTED
AMPD2	0.999503621743736	0.32206034101885084	UNSELECTED
WASF2	0.9965146171360632	0.32277812241655124	UNSELECTED
THBS4	0.9930744505960879	0.32360691109170736	UNSELECTED
RELN	0.991738305111175	0.3239295809354278	UNSELECTED
ITIH2	0.9915348070249904	0.32397876230407574	UNSELECTED
ARF1	0.9876455874317028	0.32492064360676365	UNSELECTED
RAB11B	0.9876126233229875	0.3249286425261326	UNSELECTED
SERPINA7	0.9825226799889644	0.32616693695173316	UNSELECTED
PDIA3.1	0.9792613330700701	0.32696371433346594	UNSELECTED
P01624	0.9782084993511889	0.32722149251680765	UNSELECTED
DAB2	0.9766648209070756	0.32759994687189675	UNSELECTED
IGKV2D-29	0.973048918222445	0.3284887550338166	UNSELECTED
ANXA3	0.9640914106819328	0.33070466012560407	UNSELECTED
ATP5A1	0.9600655017627784	0.33170718919649167	UNSELECTED
DCD	0.9587419154539789	0.3320376885946471	UNSELECTED
ALDOC	0.9575312989027747	0.33234037111901393	UNSELECTED
DSC1	0.956715063275087	0.3325446607398582	UNSELECTED
VASP	0.9489894203181642	0.3344867377960479	UNSELECTED
PHB2	0.9361507311251096	0.3377484568603114	UNSELECTED
PANX1	0.931225528146063	0.33901125141152766	UNSELECTED
TPM1	0.9309667431981031	0.33907778088292906	UNSELECTED
IDH1	0.9258414308362114	0.3403991077866583	UNSELECTED
NAPG	0.9226892686699593	0.3412152543418786	UNSELECTED
APOC4	0.9206056857794932	0.3417562022188737	UNSELECTED
CLTC	0.9201637708784739	0.3418710851444269	UNSELECTED
CORO1B	0.9185481692602493	0.3422915384547117	UNSELECTED
COL18A1	0.91738974431476	0.34259345079235914	UNSELECTED
TF	0.9149997171244562	0.3432175044179335	UNSELECTED
PPP1CA	0.9134830021894859	0.3436143405780987	UNSELECTED
TC2N	0.909863777846193	0.34456383507581645	UNSELECTED
C1QA	0.9095549938811973	0.34464501091448785	UNSELECTED
SERPINA3	0.899196390510974	0.34738351716611227	UNSELECTED
TWF2	0.8965288017601422	0.34809360932720057	UNSELECTED
INPP5A	0.8774066936890409	0.35324310596159825	UNSELECTED
CD14	0.8683762221681675	0.3557118025235333	UNSELECTED
CCT6A	0.8629608616583286	0.3572037707313559	UNSELECTED
LPA	0.859374475955283	0.35819665923354616	UNSELECTED
ALOX12	0.8569065512288141	0.3588821457380331	UNSELECTED
LBP	0.8558649371620625	0.3591720137073433	UNSELECTED
PFKP	0.8505547663489014	0.3606548770175193	UNSELECTED
CAMP	0.8361508672763833	0.3647207027882319	UNSELECTED
SRI	0.8299928193381559	0.3664786614775212	UNSELECTED
PLXNB2	0.8225461794215846	0.36862051039612176	UNSELECTED
COX4I1	0.8214517300893321	0.36893679486169173	UNSELECTED
CS	0.815430799777709	0.3706836790445772	UNSELECTED
AK2	0.8118106191451246	0.37173967705450284	UNSELECTED
LRRC32	0.8114126010627388	0.3718560387072042	UNSELECTED
HBA1	0.8052296172948762	0.3736703250964005	UNSELECTED
MASP1	0.8031858901803364	0.3742727927105569	UNSELECTED
UNC13D	0.8029127734183353	0.3743534093149634	UNSELECTED
SLC44A1	0.7964383165407377	0.3762717715670799	UNSELECTED
FGR	0.7912997812134134	0.37780432013357823	UNSELECTED
APOL1	0.7906330460925064	0.37800382589624903	UNSELECTED
PCMT1	0.7906020666092058	0.37801309949099293	UNSELECTED
C1S.2	0.7840541319380331	0.3799805436759752	UNSELECTED
FABP4	0.7807971086285737	0.38096465213385877	UNSELECTED
GNAS	0.7768488365115581	0.38216254252646487	UNSELECTED
HBG1	0.7646078842253307	0.38591110226276903	UNSELECTED
CD5L	0.7644773420401019	0.3859513640606894	UNSELECTED
IGHV1OR15-1	0.763235933967533	0.38633454284517277	UNSELECTED
P01619	0.7583442523920318	0.3878498070481634	UNSELECTED
TUBB4B	0.7580354295018289	0.38794575801754083	UNSELECTED
ENO2	0.7569736278785569	0.38827592160182334	UNSELECTED
PGM2	0.7532981219613095	0.38942196272639984	UNSELECTED
SEPP1	0.7506946900903837	0.3902367019077154	UNSELECTED
CAMK1	0.7432334760897398	0.3925854685368333	UNSELECTED
JAM3	0.7428750245236252	0.3926988263021398	UNSELECTED
CORO1C	0.7374685552212968	0.39441439744760176	UNSELECTED
COX5B	0.7368729375982579	0.39460406735823705	UNSELECTED
A1BG	0.7359106487155537	0.3949107830258628	UNSELECTED
PSME1	0.7351838389083086	0.3951426744823028	UNSELECTED
RAC1	0.7313277747985011	0.3963763087912021	UNSELECTED
PRDX4	0.7307797081345238	0.39655210466107815	UNSELECTED
ITGA2.1	0.7093769484999798	0.40350787861801496	UNSELECTED
C6orf25	0.7084299484663198	0.40381979761988207	UNSELECTED
VDAC1	0.7074500920444985	0.4041429147328649	UNSELECTED
VCL	0.7066689153821119	0.40440078975246074	UNSELECTED
SVEP1	0.7030929055362142	0.405584390114774	UNSELECTED
HLA-C	0.702494476578654	0.40578296218040677	UNSELECTED
GNG11	0.6935300013607744	0.40877495581674983	UNSELECTED
CFH	0.6812235047504887	0.4129362715872531	UNSELECTED
HLA-DRA	0.6798402371635037	0.41340796944229585	UNSELECTED
PPBP	0.6798188815730634	0.41341525808794666	UNSELECTED
APOM	0.6795539998449641	0.4135056780339982	UNSELECTED
RAB8B	0.6774390499454758	0.41422870248841703	UNSELECTED
CA2	0.6759081358231397	0.4147532515299571	UNSELECTED
IGHV6-1	0.6696675625823464	0.41690187865523487	UNSELECTED
TPM4	0.6664492841093889	0.4180164915703142	UNSELECTED
